UniqueSale,Parcel_No,SalePrice,LivingArea,LAND_SF,YR_BUILT,YR_REMOD,Last_Work,NewlyRemodeled,GROSS_AREA,LIVING_ARE,NUM_FLOORS,R_TOTAL_RM,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,SaleSeason,SaleMonth,Style,ZIPCODE,PTYPE,OWN_OCC,LU,STRUCTURE_,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,HEAT_SYS,C_AC,Latitude_1,Longitud_1,FeetToParks,Neighborhood,WalkScore,TransitSco,BikeScore,FeetToMetro,MEDHHINC,PCTBACHMOR,PCTOWNEROC,PCTVACANT,PCTWHITE,CrimeIndex,NearUni,SchoolGrade,DistToCBD,NearImpBldg,NearCommonwealth,DistToPoor,NearAP,Ave_SalePr,Dist_AP,Dist_SC,Dist_Major_Road
391,1100066000,575000,1992,3471,1899,1993,1993,0,2880,1992,3,9,3,2,0,2,0,Summer,Jul,Conventional,2119,104,0,R2,R,CV,G,F,1,0,42.32872,-71.09519,113,Roxbury,90,97,85,817,41250,64,25,5,43,6.11,1,1,15921,0,0,1006,0,994000,24403.5287,1393.568668,364.4628237
392,1100169001,1160000,4456,10408,2006,0,2006,0,6748,4456,3,11,5,4,1,2,1,Winter,Jan,Conventional,2119,104,1,R2,R,CV,M,F,1,1,42.324445,-71.093035,142,Roxbury,90,97,85,1923,46786,43,8,4,20,6.61,1,6,16489,0,0,1151,0,666000,24846.63044,1711.27925,1413.115847
393,1100174000,625000,2717,11100,1875,1996,1996,0,3743,2717,2,9,4,2,0,1,0,Summer,Jun,Colonial,2119,101,1,R1,R,CL,G,F,1,0,42.32608,-71.09281,115,Roxbury,90,97,85,1951,46786,43,8,4,20,6.61,1,6,17459,0,0,1372,0,811400,24437.09603,1448.466916,1317.203394
394,1100736000,706000,3644,3356,1900,2004,2004,0,5138,3644,3,15,6,3,0,3,0,Spring,Apr,Decker,2119,105,1,R3,R,DK,G,M,1,0,42.3267,-71.09656,229,Roxbury,90,97,85,1530,41250,64,25,5,43,6.11,1,1,13533,0,0,745,0,919000,25126.1168,1719.834698,282.4604389
395,1100857000,685000,2994,1733,1920,2000,2000,0,3992,2994,3,14,8,3,0,3,0,Winter,Feb,Semi Det,2119,105,0,R3,R,SD,F,M,1,0,42.324872,-71.097219,332,Roxbury,90,97,85,959,41250,64,25,5,43,4.25,1,1,16394,0,0,320,0,748200,25658.04862,2142.238758,276.9781502
396,1100928000,580000,2043,3761,1885,0,1885,0,3342,2043,2,8,4,2,0,2,0,Spring,May,Conventional,2119,104,0,R2,R,CV,G,A,1,0,42.32111,-71.09401,539,Roxbury,90,97,85,1772,46786,43,8,4,20,4.25,1,2,16143,0,0,245,0,733900,25812.43158,1646.292791,1167.925672
397,1101015000,450000,2282,2178,1905,0,1905,0,3811,2282,2,12,6,2,0,2,0,Winter,Dec,Semi Det,2119,104,0,R2,R,SD,H,M,1,0,42.31611,-71.09871,52,Jamaica Plain,82,79,89,1593,20642,20,26,9,28,6.13,0,1,16059,0,0,0,0,518475,27959.50449,782.5836707,102.5933008
398,1101058000,415000,2648,4425,1915,0,1915,0,4348,2648,2,12,4,2,0,2,0,Winter,Jan,Two Fam Stack,2119,104,1,R2,R,TF,G,W,1,0,42.31752,-71.0995,603,Jamaica Plain,82,79,89,1346,20642,20,26,9,28,6.13,0,2,16752,0,0,0,0,598575,27790.43766,1088.206888,308.1527459
399,1101230000,875000,3748,4500,1900,0,1900,0,5915,3748,2.5,14,5,3,0,3,0,Fall,Nov,Conventional,2130,105,0,R3,R,CV,H,F,1,0,42.31791,-71.10234,238,Jamaica Plain,82,79,89,639,20642,20,26,9,28,4.25,0,2,17054,0,0,279,0,776900,28296.77007,1278.827029,1074.110821
400,1101306000,664875,2772,4528,1935,2013,2013,1,4111,2772,2,10,4,2,0,2,0,Summer,Aug,Two Fam Stack,2119,104,0,R2,R,TF,M,M,1,1,42.31527,-71.09993,201,Jamaica Plain,82,79,89,1393,19348,11,36,10,27,4.25,0,1,17127,0,0,238,0,538500,28409.31407,597.8009655,462.3956068
401,1101326000,393500,1834,3800,1900,2013,2013,1,2886,1834,2,9,4,1,0,1,0,Winter,Dec,Colonial,2119,101,0,R1,R,CL,G,M,1,0,42.31529,-71.09939,223,Jamaica Plain,82,79,89,1519,19348,11,36,10,27,4.25,0,1,17272,0,0,126,0,592775,28294.20093,594.2041543,320.4028161
402,1101338000,730000,3107,3610,1885,0,1885,0,4736,3107,2.5,12,5,3,0,3,0,Summer,Aug,Conventional,2130,105,0,R3,R,CV,G,M,1,0,42.31409,-71.10083,176,Jamaica Plain,82,79,89,1472,90556,81,39,8,66,4.25,0,1,17432,0,0,412,0,525475,28875.16478,691.8945516,873.5055581
403,1101412000,784500,2016,7812,1900,0,1900,0,3326,2016,2,8,4,1,1,1,0,Summer,Jul,Colonial,2130,101,1,R1,R,CL,M,A,1,0,42.31741,-71.10186,410,Jamaica Plain,82,79,89,707,20642,20,26,9,28,4.25,0,2,17284,0,0,325,0,666975,28309.50761,1106.816269,946.9390988
404,1101431000,700000,2327,4131,1885,0,1885,0,4218,2327,2,9,4,2,0,1,1,Fall,Nov,Semi Det,2130,101,0,R1,R,SD,H,M,1,0,42.31519,-71.10051,266,Jamaica Plain,82,79,89,1273,19348,11,36,10,27,4.25,0,2,17079,0,0,348,0,531475,28547.16727,626.7789015,621.2389042
405,1101470000,419000,1658,3216,1900,2011,2011,1,2923,1658,2,10,4,1,0,1,0,Fall,Sep,Colonial,2119,101,0,R1,R,CL,G,M,1,0,42.31371,-71.09897,264,Jamaica Plain,82,79,89,1931,19348,11,36,10,27,4.25,0,1,17149,0,0,142,0,745675,28590.95999,559.9782166,607.4141428
406,1101602000,0,2360,4033,1900,0,1900,0,3652,2360,2,12,5,2,0,2,0,Summer,Aug,Conventional,2119,104,1,R2,R,CV,M,M,1,0,42.31347,-71.09749,255,Jamaica Plain,82,79,89,2302,19348,11,36,10,27,6.03,0,3,42258,0,0,0,0,745675,28354.21039,789.3403899,397.5383759
407,1102360000,970000,4203,5250,1905,0,1905,0,6516,4203,3,18,9,3,0,3,0,Winter,Feb,Decker,2130,105,0,R3,R,DK,F,A,1,0,42.31165,-71.09893,309,Jamaica Plain,82,79,89,2487,99375,51,29,6,65,4.25,0,1,17279,0,0,708,0,680300,29091.15391,1117.784113,1145.074204
408,1102361000,970000,4128,5250,1905,0,1905,0,6416,4128,3,18,9,3,0,3,0,Winter,Feb,Decker,2130,105,0,R3,R,DK,F,M,1,0,42.31172,-71.0991,295,Jamaica Plain,82,79,89,2439,99375,51,29,6,65,4.25,0,1,17375,0,0,718,0,680300,29107.29201,1097.848852,1158.650068
409,1102430000,889000,3118,5048,1900,0,1900,0,5416,3118,2,11,3,3,0,3,0,Fall,Sep,Conventional,2130,105,1,R3,R,CV,H,F,1,1,42.31111,-71.10049,670,Jamaica Plain,82,79,89,2095,99375,51,29,6,65,4.85,0,1,17329,0,0,1132,0,757800,29533.91898,1165.52504,1579.3344
410,1102909000,999000,3705,4030,1905,0,1905,0,5528,3705,3,15,9,3,0,3,0,Summer,Jul,Decker,2130,105,0,R3,R,DK,F,W,1,0,42.30753,-71.10283,501,Jamaica Plain,82,79,89,1660,38482,47,24,5,54,3.86,0,1,17308,0,0,2537,0,957000,30889.91765,1680.631586,2677.491243
411,1103036000,525000,1120,2386,1905,0,1905,0,1804,1120,2,5,2,1,0,1,0,Spring,May,Row End,2130,101,1,R1,R,RE,H,W,1,0,42.307071,-71.112091,168,Jamaica Plain,82,79,89,1503,106750,83,44,2,87,3.53,0,1,17842,0,0,4383,0,859400,32851.93708,635.4749392,1962.041713
412,1103063000,909500,1602,3162,1927,0,1927,0,2998,1602,2,8,5,2,1,1,0,Fall,Sep,Colonial,2130,101,1,R1,R,CL,G,W,1,1,42.30782,-71.11059,194,Jamaica Plain,82,79,89,1024,106750,83,44,2,87,3.53,0,3,17805,0,0,3895,0,953700,32366.53895,906.6616971,2276.970865
413,1103155000,0,2201,3287,1900,0,1900,0,3876,2201,2,12,5,3,0,2,0,Summer,Jul,Conventional,2130,104,0,R2,R,CV,G,M,1,0,42.30591,-71.11243,277,Jamaica Plain,82,79,89,1877,54459,71,90,3,83,3.32,0,1,42302,0,0,4726,0,859400,33199.90936,686.890657,1544.127794
414,1103260000,370000,952,2734,1960,0,1960,0,1482,986,2,6,3,1,0,1,0,Summer,Jul,Row Middle,2130,101,0,R1,R,RM,G,W,1,1,42.30437,-71.11289,53,Jamaica Plain,82,79,89,1356,54459,71,90,3,83,3.32,0,1,17695,0,0,5198,0,835504,33666.59402,1066.20486,993.6481374
415,1103345000,997500,4040,8568,1900,0,1900,0,6973,4040,2,14,8,2,1,1,0,Winter,Jan,Colonial,2130,101,1,R1,R,CL,H,W,1,0,42.30371,-71.11569,268,Jamaica Plain,82,79,89,1143,135208,93,28,3,85,2.85,0,1,18181,0,0,5918,0,739204,34391.62258,1490.751152,467.4675673
416,1103394000,1100000,3485,5544,1905,1987,1987,0,5140,3485,3.5,17,7,4,0,3,1,Spring,Apr,Conventional,2130,105,1,R3,R,CV,G,W,1,0,42.30452,-71.11765,306,Jamaica Plain,82,79,89,1654,135208,93,28,3,85,2.85,0,1,18534,0,0,6142,0,757504,34597.692,1639.74519,541.2051941
417,1103401000,898018,2876,3600,1895,0,1895,0,4556,2876,2.5,12,5,3,0,2,0,Winter,Dec,Conventional,2130,104,1,R2,R,CV,G,W,1,0,42.30437,-71.116673,108,Jamaica Plain,82,79,89,1471,135208,93,28,3,85,2.85,0,1,18442,0,0,5966,0,715900,34433.1465,1476.27559,665.1028476
418,1103428000,0,2318,4400,1910,0,1910,0,3729,2318,2,10,5,2,0,2,0,Summer,Jul,Two Fam Stack,2130,104,0,R2,R,TF,H,M,1,0,42.30494,-71.11819,326,Jamaica Plain,82,79,89,1863,55875,54,49,2,64,2.92,0,1,42316,0,0,6171,0,757504,34609.75232,1684.029264,450.6548501
419,1103521000,527000,1064,3300,1894,2003,2003,0,1828,1064,2,4,2,1,1,1,0,Summer,Jun,Colonial,2130,101,1,R1,R,CL,G,A,1,0,42.30564,-71.11838,269,Jamaica Plain,82,79,89,2104,55875,54,49,2,64,2.92,0,1,19300,0,0,6072,0,872104,34485.02753,1633.425968,339.660349
420,1103635000,799000,2304,3319,2004,0,2004,0,4190,2304,2,9,4,2,1,1,0,Summer,Jun,Colonial,2130,101,1,R1,R,CL,G,M,1,1,42.29822,-71.11142,294,Jamaica Plain,82,79,89,1198,95921,46,9,3,68,3,0,3,20707,0,0,5110,0,669600,34926.19307,2649.746371,1180.395855
421,1103729000,750000,1824,5000,1930,2003,2003,0,2932,1824,2,8,3,1,1,1,1,Summer,Jun,Colonial,2130,101,1,R1,R,CL,G,W,1,0,42.29924,-71.11113,224,Jamaica Plain,82,79,89,1001,100417,63,54,1,69,2.86,0,3,20421,0,0,5144,0,655400,34607.66355,2519.787848,806.9530298
422,1103742000,600000,1526,5000,1932,0,1932,0,3285,1526,1,7,3,1,0,1,1,Fall,Nov,Bungalow,2130,101,1,R1,R,BW,H,B,1,0,42.29915,-71.10992,59,Jamaica Plain,82,79,89,1300,100417,63,54,1,69,2.86,0,3,20538,0,0,4824,0,685400,34399.83047,2626.904889,832.1596455
423,1200069000,0,2493,2231,1890,0,1890,0,3267,2493,2,8,5,1,1,1,0,Summer,Jul,Colonial,2119,101,0,R1,R,CL,G,A,1,0,42.32677,-71.08222,32,Roxbury,90,97,85,1147,28378,26,1,1,13,9.07,0,1,42362,0,0,765,0,414400,22045.31652,1429.579694,3402.570995
424,1200104000,230000,2064,1895,1890,0,1890,0,3060,2064,2,8,3,2,0,1,0,Winter,Dec,Row Middle,2119,101,0,R1,R,RM,F,B,1,0,42.32596,-71.08261,164,Roxbury,90,97,85,1401,28378,26,1,1,13,9.07,0,1,20566,0,0,1010,0,414400,22318.37556,1521.22508,3579.648149
425,1200168010,480000,2148,4168,1910,0,1910,0,2896,2148,3,12,6,3,0,3,0,Fall,Oct,Semi Det,2119,105,0,R3,R,SD,G,M,1,0,42.3249,-71.08223,285,Roxbury,90,97,85,1800,36556,26,34,15,14,7.67,0,1,20876,0,0,1120,0,364400,22497.90093,1627.767713,3952.705876
426,1200170000,480000,2148,1705,1910,0,1910,0,2896,2148,3,12,6,3,0,3,0,Fall,Oct,Semi Det,2119,105,0,R3,R,SD,G,M,1,0,42.32495,-71.08218,305,Roxbury,90,97,85,1786,36556,26,34,15,14,7.67,0,1,22252,0,0,1142,0,364400,22475.65778,1621.047888,3945.890478
427,1200230000,430000,2459,2457,1890,0,1890,0,4210,2459,2,12,4,2,0,2,0,Fall,Oct,Conventional,2119,104,0,R2,R,CV,G,M,1,0,42.32433,-71.08039,246,Roxbury,90,97,85,2160,36556,26,34,15,14,7.67,0,1,20214,0,0,1127,0,540400,22272.78821,1718.740769,4412.940686
428,1200256000,482000,3375,2519,1900,1998,1998,0,5055,3375,2.5,15,7,3,0,3,0,Fall,Oct,Conventional,2119,105,0,R3,R,CV,G,M,1,0,42.32335,-71.08056,93,Roxbury,90,97,85,2472,36556,26,34,15,14,7.67,0,1,20220,0,0,830,0,449000,22552.30292,1723.959815,4675.09877
429,1200386000,355000,2162,3194,1890,0,1890,0,3170,2162,3,8,4,3,0,3,0,Winter,Jan,Semi Det,2119,105,0,R3,R,SD,M,B,1,0,42.3223,-71.07732,540,Roxbury,90,97,85,3210,52361,9,34,7,15,4.25,0,1,20972,0,0,1295,0,600500,22203.42102,1576.769943,5220.241128
430,1200626000,780000,5055,4286,1900,0,1900,0,6726,5055,3,18,9,3,0,3,0,Summer,Aug,Semi Det,2119,105,0,R3,R,SD,F,F,1,0,42.32324,-71.08599,427,Roxbury,90,97,85,2439,41036,23,29,10,8,4.25,0,1,17335,0,0,411,0,497000,23659.28576,1415.083421,3357.896069
431,1200792000,438000,2600,2315,1899,1996,1996,0,3853,2600,3,10,5,2,1,2,0,Spring,Mar,Row Middle,2119,104,0,R2,R,RM,M,B,1,0,42.319451,-71.079347,1014,Roxbury,90,97,85,3924,27500,18,32,9,8,4.25,0,3,18280,0,0,553,0,478700,23334.17276,1527.053111,4618.139792
432,1200927000,690000,5688,3864,1905,1970,1970,0,7889,5598,3,17,9,3,0,3,0,Spring,Apr,Decker,2119,105,0,R3,R,DK,G,A,1,1,42.3164,-71.07884,81,Roxbury,90,97,85,5030,27500,18,32,9,8,6.78,0,1,17748,0,0,1023,0,477000,24068.36093,1048.624752,4201.685673
433,1201371000,200000,1072,800,1905,0,1905,0,1615,1072,2,4,2,1,1,1,0,Summer,Jun,Colonial,2119,101,0,R1,R,CL,F,A,1,0,42.32534,-71.08556,273,Roxbury,90,97,85,1670,41036,23,29,10,8,7.35,1,1,18146,0,0,974,0,523000,23070.6017,1435.487886,3244.38759
434,1201855000,493500,3189,2109,1905,1994,1994,0,4603,3189,3,15,6,3,0,3,0,Summer,Jul,Semi Det,2119,105,0,R3,R,SD,F,B,1,0,42.31954,-71.08826,221,Roxbury,90,97,85,3426,29397,22,42,7,12,6.37,0,1,18789,0,0,548,0,554600,25019.60876,1117.879781,2709.645212
435,1201911030,643000,3558,4121,2007,0,2007,0,4984,3558,3,18,9,3,0,3,0,Fall,Sep,Decker,2119,105,0,R3,R,DK,F,F,1,0,42.31759,-71.084297,74,Roxbury,90,97,85,4423,38375,22,31,11,7,6.07,0,8,19451,0,0,369,0,442200,24749.0049,1011.932286,3129.800533
436,1201919000,480000,3316,4972,1946,0,1946,0,5944,3316,2,17,4,3,0,3,0,Fall,Oct,Conventional,2119,105,1,R3,R,CV,H,M,1,0,42.3173,-71.08325,108,Roxbury,90,97,85,4528,38375,22,31,11,7,6.07,0,8,21670,0,0,373,0,453200,24628.70214,1114.91705,3307.106407
437,1202040000,395000,2916,5250,1900,0,1900,0,4820,2916,2.5,9,4,1,1,1,0,Fall,Oct,Colonial,2121,101,0,R1,R,CL,H,M,1,0,42.31466,-71.08579,519,Roxbury,90,97,85,4929,32049,18,21,6,7,4.25,0,8,21350,0,0,910,0,474800,25799.69357,1061.490998,2257.318788
438,1202041000,475000,3282,5250,1910,0,1910,0,5334,3282,2.5,12,6,2,1,2,0,Fall,Nov,Conventional,2121,104,1,R2,R,CV,H,M,1,0,42.31471,-71.08596,508,Roxbury,90,97,85,4882,31815,13,20,14,15,4.25,0,8,21661,0,0,900,0,458800,25817.95058,1064.210214,2221.451191
439,1202043000,0,2730,5500,1897,0,1897,0,5104,2730,2,10,6,2,0,2,1,Spring,Mar,Conventional,2121,104,0,R2,R,CV,H,M,1,0,42.31481,-71.08633,496,Roxbury,90,97,85,4782,31815,13,20,14,15,4.25,0,8,42169,0,0,874,0,458800,25860.29896,1029.040933,2143.93344
440,1202136000,405000,2917,3745,1900,0,1900,0,4673,2917,2.5,13,6,3,0,3,2,Fall,Oct,Conventional,2121,105,1,R3,R,CV,G,M,1,0,42.31281,-71.08494,581,Roxbury,90,97,85,5505,32049,18,21,6,7,4.25,0,8,22105,0,0,476,0,441680,26141.01952,1451.507099,2108.561939
441,1202290000,464000,4242,9949,1900,0,1900,0,7886,4202,2,15,6,2,1,2,2,Summer,Jul,Conventional,2121,104,0,R2,R,CV,H,M,1,0,42.31059,-71.08937,741,Roxbury,90,97,85,4721,21230,16,15,10,11,5.98,0,3,22021,0,0,0,0,493800,27545.33862,2213.636172,687.0061261
442,1202299000,575000,3441,5540,1935,0,1935,0,5326,3441,2.5,15,7,2,0,2,0,Summer,Aug,Conventional,2121,104,0,R2,R,CV,H,A,1,0,42.31084,-71.09074,547,Roxbury,90,97,85,4356,21230,16,15,10,11,5.98,0,3,22599,0,0,0,0,471600,27731.00869,2109.541529,483.5598369
443,1202391000,430000,3842,5640,1922,0,1922,0,6195,3842,2,14,4,2,0,2,0,Fall,Nov,Two Fam Stack,2121,104,1,R2,R,TF,H,B,1,0,42.306096,-71.085049,263,Roxbury,90,97,85,6381,14063,8,31,8,8,4.25,0,2,21738,0,0,114,0,503800,28029.52332,1675.050473,208.4093035
444,1202449000,355000,2172,4083,1935,2001,2001,0,3688,2172,2,10,4,2,0,2,0,Summer,Jun,Two Fam Stack,2121,104,0,R2,R,TF,G,F,1,0,42.3085,-71.08458,384,Roxbury,90,97,85,6224,14472,11,9,15,8,6.81,0,2,22213,0,0,0,0,506800,27269.03692,1530.191008,970.2622603
445,1202640000,390000,3750,5000,1900,0,1900,0,5358,3750,3,12,8,3,0,1,0,Fall,Oct,Conventional,2121,101,0,R1,R,CV,M,M,1,0,42.31141,-71.08275,531,Roxbury,90,97,85,6227,32049,18,21,6,7,7,0,2,22455,0,0,321,0,427680,26137.52345,1637.063372,2110.230062
446,1202737000,577400,3576,4049,1900,0,1900,0,5918,3576,2.5,12,6,3,0,3,0,Summer,Aug,Conventional,2121,105,0,R3,R,CV,G,F,1,0,42.31242,-71.08175,185,Roxbury,90,97,85,6293,32049,18,21,6,7,7,0,1,22329,0,0,331,0,404600,25681.79964,1436.220486,2566.944168
447,1202772000,367000,2585,3081,1900,2011,2011,1,4048,2585,2.5,10,7,2,0,1,0,Summer,Aug,Semi Det,2121,101,0,R1,R,SD,G,M,1,0,42.3146,-71.08135,332,Roxbury,90,97,85,5547,32049,18,21,6,7,7,0,1,23098,0,0,772,0,521680,25008.93604,1164.599678,3257.767761
448,1202805000,371000,4159,2880,1900,0,1900,0,6566,4159,2.5,20,9,4,0,3,0,Spring,Mar,Conventional,2121,105,1,R3,R,CV,G,A,1,0,42.31504,-71.083,102,Roxbury,90,97,85,5353,32049,18,21,6,7,7,0,8,23099,0,0,1129,0,475000,25186.05441,1002.616367,3011.871887
449,1202858000,490000,2603,2038,1880,0,1880,0,3868,2523,2.5,10,5,2,0,2,0,Fall,Oct,Conventional,2121,104,0,R2,R,CV,G,M,1,0,42.31545,-71.08163,224,Roxbury,90,97,85,5231,32049,18,21,6,7,7,0,1,23480,0,0,944,0,497080,24827.09267,1083.392352,3411.123744
450,1203088000,639000,4815,5440,1920,2010,2010,1,6873,4815,3,18,9,3,0,3,0,Summer,Jul,Decker,2121,105,0,R3,R,DK,H,M,1,0,42.31077,-71.09174,325,Roxbury,90,97,85,4142,12614,13,35,11,11,5.85,0,1,24927,0,0,0,0,458800,27935.56331,2074.531226,270.9763077
451,1203115000,360000,3588,3605,1900,0,1900,0,5678,3588,2,16,6,3,1,2,0,Fall,Nov,Two Fam Stack,2121,104,0,R2,R,TF,H,S,1,0,42.31146,-71.09135,564,Roxbury,90,97,85,4098,12614,13,35,11,11,5.85,0,1,26413,0,0,0,0,514600,27680.96073,1897.35954,508.2997153
452,1203137000,450000,3254,6046,1900,0,1900,0,5300,3254,2.5,13,5,3,0,3,0,Fall,Oct,Conventional,2121,105,1,R3,R,CV,G,M,1,0,42.31279,-71.09061,562,Roxbury,90,97,85,4061,12614,13,35,11,11,5.85,0,3,25957,0,0,0,0,496600,27193.41291,1519.169893,801.465593
453,1203163000,445000,2520,4650,1905,1991,1991,0,4294,2520,2.5,9,3,3,1,2,0,Winter,Jan,Conventional,2121,104,1,R2,R,CV,G,M,1,0,42.31327,-71.09087,374,Roxbury,90,97,85,3930,50698,18,32,7,11,6,0,3,26813,0,0,51,0,497600,27117.71753,1363.604906,793.8852188
454,1300024000,420000,2774,3100,1900,0,1900,0,4425,2774,2,11,4,3,0,3,0,Winter,Dec,Conventional,2125,105,1,R3,R,CV,G,M,1,0,42.32058,-71.07293,313,Roxbury,90,97,85,4428,53314,23,24,10,13,7,0,1,27348,0,0,2305,0,418606,21871.04828,1245.730001,4593.021077
455,1300273000,425000,2253,1856,1905,2012,2012,1,3972,2253,2,12,5,3,0,2,0,Fall,Oct,Conventional,2125,105,0,R3,R,CV,G,M,1,0,42.31848,-71.07517,249,Roxbury,90,97,85,4704,30284,15,28,10,17,4.25,0,3,27975,0,0,1719,0,469700,22846.45809,1047.699283,5401.494212
456,1300304010,256000,1441,3213,1896,1988,1988,0,2180,1428,2,10,4,2,0,2,0,Spring,May,Two Fam Stack,2125,104,1,R2,R,TF,F,F,1,0,42.31912,-71.07602,265,Roxbury,90,97,85,4388,53314,23,24,10,13,4.25,0,3,28042,0,0,1459,0,475100,22820.0442,1102.144504,5339.105876
457,1300317000,525000,3372,2818,1890,0,1890,0,4841,3372,3,11,7,5,0,3,1,Spring,Apr,Row End,2125,105,0,R3,R,RE,F,B,1,0,42.32032,-71.07632,407,Roxbury,90,97,85,3967,53314,23,24,10,13,7,0,3,27932,0,0,1383,0,408300,22547.13506,1286.153111,5401.377177
458,1300744000,510000,3741,2366,1920,1993,1993,0,5528,3741,3,17,9,3,0,3,0,Winter,Jan,Semi Det,2121,105,0,R3,R,SD,F,B,1,0,42.31322,-71.07712,819,Dorchester,86,81,55,6273,50208,30,36,8,11,7,0,2,28006,0,0,609,0,492100,24662.6683,1044.869149,3542.800697
459,1300769000,0,3720,2013,1905,2006,2006,1,5290,3720,3,18,9,3,0,3,0,Fall,Nov,Decker,2121,105,0,R3,R,DK,F,M,1,0,42.31261,-71.07589,665,Dorchester,86,81,55,5949,50208,30,36,8,11,7,0,2,42196,0,0,656,0,492100,24633.28356,992.5727324,3575.123084
460,1300794000,0,2997,3360,1920,2006,2006,1,4695,2997,2.5,10,7,2,1,1,0,Fall,Sep,Colonial,2125,101,0,R1,R,CL,G,M,1,0,42.31532,-71.07565,153,Roxbury,90,97,85,5684,30399,14,38,12,11,7,0,3,42119,0,0,1471,0,482200,23816.5987,1140.635342,4398.924928
461,1300830000,580000,2904,4013,1905,0,1905,0,4202,2904,3,14,8,3,0,3,0,Spring,May,Decker,2125,105,0,R3,R,DK,F,M,1,0,42.3157,-71.07628,58,Roxbury,90,97,85,5491,30399,14,38,12,11,7,0,3,27832,0,0,1490,0,482200,23816.53711,1099.978404,4423.356194
462,1300932000,295000,1452,3145,1900,2000,2000,0,2402,1452,2,8,3,1,1,1,0,Fall,Sep,Colonial,2125,101,0,R1,R,CL,M,M,1,0,42.31333,-71.07324,190,Roxbury,90,97,85,5386,30399,14,38,12,11,7,0,2,29031,0,0,1201,0,447100,23992.2758,1469.171549,4262.534397
463,1301021000,530000,3349,4821,1905,2013,2013,1,5281,3349,2.5,12,6,3,0,2,2,Winter,Feb,Conventional,2125,104,0,R2,R,CV,G,M,1,0,42.31622,-71.072659,430,Dorchester,86,81,55,5519,47663,20,33,8,17,7,0,3,28672,0,0,2196,0,394000,23057.84472,1623.721744,5143.819837
464,1301184000,250000,2875,6820,1910,0,1910,0,4123,2162,2,11,6,2,0,2,0,Winter,Dec,Conventional,2125,104,1,R2,R,CV,G,M,1,0,42.3127,-71.07174,328,Dorchester,86,81,55,4949,47663,20,33,8,17,7,0,2,28533,0,0,983,0,440500,23939.77803,1694.267369,4421.038168
465,1301293000,375000,3957,5520,1890,0,1890,0,6049,3957,2.5,10,4,1,1,1,3,Spring,Mar,Victorian,2125,101,1,R1,R,VT,G,W,1,0,42.31698,-71.06745,211,Dorchester,86,81,55,4296,28646,15,34,2,18,7.3,0,1,16079,0,0,2873,0,437106,21996.29142,2355.522474,4043.929152
466,1301299000,500000,4922,8000,1910,0,1910,0,8232,4922,2.5,14,8,3,1,1,4,Spring,Mar,Colonial,2125,101,0,R1,R,CL,H,M,1,0,42.31617,-71.06822,275,Dorchester,86,81,55,4412,28646,15,34,2,18,7.3,0,1,16390,0,0,2514,0,418106,22357.54036,2370.888024,4355.733878
467,1301324000,515000,3084,1989,1905,0,1905,0,4436,3084,3,15,6,3,0,3,0,Summer,Jun,Decker,2125,105,0,R3,R,DK,F,M,1,0,42.31593,-71.06708,503,Dorchester,86,81,55,4097,28646,15,34,2,18,7.3,0,4,16689,0,0,2600,0,484800,22252.75118,2399.58169,4112.324512
468,1301465000,675000,3912,4025,1905,0,1905,0,5882,3912,3,18,6,3,0,3,0,Fall,Nov,Decker,2125,105,0,R3,R,DK,F,F,1,0,42.31339,-71.06118,581,Dorchester,86,81,55,2255,50263,34,27,7,36,7.15,0,4,16667,0,0,2212,0,595150,22187.00881,1601.006022,2344.641309
469,1301466000,485000,4062,3815,1905,0,1905,0,6052,4062,3,15,6,3,0,3,0,Fall,Oct,Decker,2125,105,1,R3,R,DK,F,A,1,0,42.31332,-71.06108,571,Dorchester,86,81,55,2220,50263,34,27,7,36,7.15,0,4,16665,0,0,2178,0,633150,22195.74462,1593.350676,2311.31728
470,1301529000,550000,3918,5222,1886,0,1886,0,6130,3918,2.5,13,6,3,0,2,1,Fall,Nov,Conventional,2125,104,0,R2,R,CV,G,F,1,0,42.31305,-71.06217,399,Dorchester,86,81,55,2455,55274,14,33,3,24,7.86,0,4,17010,0,0,2206,0,574950,22428.19484,1726.213928,2563.886043
471,1301646000,599000,3096,3704,1920,0,1920,0,4905,3096,3,15,6,3,0,3,0,Winter,Dec,Decker,2125,105,0,R3,R,DK,F,W,1,0,42.31343,-71.06406,739,Dorchester,86,81,55,2983,55274,14,33,3,24,7.86,0,4,17030,0,0,2595,0,530000,22571.59074,1995.7901,3093.140415
472,1301820000,555750,3396,2942,1905,1997,1997,0,5407,3396,3,15,6,3,0,3,0,Summer,Jun,Decker,2125,105,1,R3,R,DK,F,W,1,0,42.31572,-71.061,688,Dorchester,86,81,55,2691,50263,34,27,7,36,7.15,0,4,17693,0,0,3013,0,665000,21429.22909,1741.559961,2548.256699
473,1301821000,785000,3405,3145,1905,0,1905,0,5401,3405,3,15,6,3,0,3,0,Spring,May,Decker,2125,105,0,R3,R,DK,F,W,1,0,42.3157,-71.06087,723,Dorchester,86,81,55,2660,50263,34,27,7,36,7.15,0,4,18196,0,0,2997,0,594150,21417.51538,1732.234807,2512.526737
